,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
1934,Data Analyst,Data Analysis,175000,Senior,Full-time,Remote,M
1935,Data Analyst,Data Analysis,130000,Senior,Full-time,Remote,M
1936,Business Intelligence Analyst,BI and Visualization,194521,Senior,Full-time,In-person,M
1937,Business Intelligence Analyst,BI and Visualization,176838,Senior,Full-time,In-person,M
1938,Analytics Engineer,Leadership and Management,200000,Executive,Full-time,In-person,M
1939,Analytics Engineer,Leadership and Management,170000,Executive,Full-time,In-person,M
1940,Data Scientist,Data Science and Research,191765,Senior,Full-time,In-person,M
1941,Data Scientist,Data Science and Research,134236,Senior,Full-time,In-person,M
1942,Data Scientist,Data Science and Research,198800,Senior,Full-time,In-person,M
1943,Data Scientist,Data Science and Research,90700,Senior,Full-time,In-person,M
1944,BI Developer,BI and Visualization,154800,Mid-level,Full-time,In-person,M
1945,BI Developer,BI and Visualization,76300,Mid-level,Full-time,In-person,M
1946,Data Lead,Leadership and Management,130000,Mid-level,Full-time,Remote,M
1947,Data Lead,Leadership and Management,115000,Mid-level,Full-time,Remote,M
1948,Data Analyst,Data Analysis,110000,Senior,Full-time,In-person,M
1949,Data Analyst,Data Analysis,70000,Senior,Full-time,In-person,M
1950,Machine Learning Engineer,Machine Learning and AI,300000,Mid-level,Full-time,In-person,M
1951,Machine Learning Engineer,Machine Learning and AI,200000,Mid-level,Full-time,In-person,M
1952,Data Architect,Data Architecture and Modeling,155000,Senior,Full-time,Remote,M
1953,Data Architect,Data Architecture and Modeling,135000,Senior,Full-time,Remote,M
1954,Data Manager,Leadership and Management,115500,Mid-level,Full-time,In-person,M
1955,Data Manager,Leadership and Management,73500,Mid-level,Full-time,In-person,M
1956,Data Scientist,Data Science and Research,179000,Senior,Full-time,In-person,M
1957,Data Scientist,Data Science and Research,109000,Senior,Full-time,In-person,M
1958,Data Scientist,Data Science and Research,180000,Senior,Full-time,In-person,M
1959,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
1960,Machine Learning Infrastructure Engineer,Machine Learning and AI,221000,Senior,Full-time,In-person,M
1961,Machine Learning Infrastructure Engineer,Machine Learning and AI,180000,Senior,Full-time,In-person,M
1962,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
1963,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
1964,Machine Learning Engineer,Machine Learning and AI,275000,Senior,Full-time,In-person,M
1965,Machine Learning Engineer,Machine Learning and AI,170000,Senior,Full-time,In-person,M
1966,Data Scientist,Data Science and Research,233300,Senior,Full-time,In-person,M
1967,Data Scientist,Data Science and Research,155500,Senior,Full-time,In-person,M
1968,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
1969,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
1970,Data Architect,Data Architecture and Modeling,193000,Senior,Full-time,Remote,M
1971,Data Architect,Data Architecture and Modeling,110000,Senior,Full-time,Remote,M
1972,Research Engineer,Data Science and Research,306000,Senior,Full-time,In-person,M
1973,Research Engineer,Data Science and Research,180000,Senior,Full-time,In-person,M
1974,Applied Scientist,Data Science and Research,212800,Senior,Full-time,In-person,L
1975,Applied Scientist,Data Science and Research,115100,Senior,Full-time,In-person,L
1976,Machine Learning Engineer,Machine Learning and AI,238000,Senior,Full-time,In-person,M
1977,Machine Learning Engineer,Machine Learning and AI,176000,Senior,Full-time,In-person,M
1978,Data Analyst,Data Analysis,117500,Senior,Full-time,Remote,M
1979,Data Analyst,Data Analysis,86720,Senior,Full-time,Remote,M
1980,Data Analyst,Data Analysis,167000,Mid-level,Full-time,In-person,M
1981,Data Analyst,Data Analysis,150000,Mid-level,Full-time,In-person,M
1982,Data Analyst,Data Analysis,90000,Executive,Full-time,Remote,M
1983,Data Analyst,Data Analysis,70000,Executive,Full-time,Remote,M
1984,Data Scientist,Data Science and Research,212800,Senior,Full-time,Remote,L
1985,Data Scientist,Data Science and Research,111600,Senior,Full-time,Remote,L
1986,Data Architect,Data Architecture and Modeling,306000,Senior,Full-time,Remote,M
1987,Data Architect,Data Architecture and Modeling,204000,Senior,Full-time,Remote,M
1988,BI Developer,BI and Visualization,135000,Senior,Full-time,Remote,M
1989,BI Developer,BI and Visualization,110000,Senior,Full-time,Remote,M
1990,Data Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
1991,Data Scientist,Data Science and Research,116300,Senior,Full-time,In-person,M
1992,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,M
1993,Machine Learning Engineer,Machine Learning and AI,175000,Senior,Full-time,Remote,M
1994,Business Intelligence Engineer,BI and Visualization,185000,Senior,Full-time,In-person,L
1995,Business Intelligence Engineer,BI and Visualization,79600,Senior,Full-time,In-person,L
1996,Machine Learning Scientist,Machine Learning and AI,180514,Senior,Full-time,Remote,M
1997,Machine Learning Scientist,Machine Learning and AI,108308,Senior,Full-time,Remote,M
1998,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,M
1999,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,M
2000,Machine Learning Engineer,Machine Learning and AI,208450,Senior,Full-time,In-person,M
2001,Machine Learning Engineer,Machine Learning and AI,151600,Senior,Full-time,In-person,M
2002,Data Scientist,Data Science and Research,324000,Senior,Full-time,In-person,M
2003,Data Scientist,Data Science and Research,159000,Senior,Full-time,In-person,M
2004,Data Scientist,Data Science and Research,155000,Mid-level,Full-time,Remote,M
2005,Data Scientist,Data Science and Research,135000,Mid-level,Full-time,Remote,M
2006,Data Engineer,Data Engineering,223250,Senior,Full-time,In-person,M
2007,Data Engineer,Data Engineering,156275,Senior,Full-time,In-person,M
2008,Data Engineer,Data Engineering,220000,Senior,Full-time,In-person,M
2009,Data Engineer,Data Engineering,160000,Senior,Full-time,In-person,M
2010,Data Scientist,Data Science and Research,168000,Senior,Full-time,Remote,M
2011,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
2012,Analytics Engineer,Leadership and Management,245000,Senior,Full-time,Remote,M
2013,Analytics Engineer,Leadership and Management,185000,Senior,Full-time,Remote,M
2014,Data Scientist,Data Science and Research,164000,Senior,Full-time,Remote,M
2015,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
2016,Data Analyst,Data Analysis,67500,Mid-level,Full-time,In-person,M
2017,Data Analyst,Data Analysis,46500,Mid-level,Full-time,In-person,M
2018,ML Engineer,Machine Learning and AI,270000,Senior,Full-time,Remote,M
2019,ML Engineer,Machine Learning and AI,232200,Senior,Full-time,Remote,M
2020,Data Analyst,Data Analysis,105000,Mid-level,Full-time,In-person,M
2021,Data Analyst,Data Analysis,78000,Mid-level,Full-time,In-person,M
2022,Data Manager,Leadership and Management,115500,Mid-level,Full-time,In-person,M
2023,Data Manager,Leadership and Management,73500,Mid-level,Full-time,In-person,M
2024,Machine Learning Engineer,Machine Learning and AI,370000,Senior,Full-time,In-person,M
2025,Machine Learning Engineer,Machine Learning and AI,220000,Senior,Full-time,In-person,M
2026,Data Engineer,Data Engineering,155000,Senior,Full-time,In-person,M
2027,Data Engineer,Data Engineering,130000,Senior,Full-time,In-person,M
2028,Machine Learning Engineer,Machine Learning and AI,178200,Senior,Full-time,Remote,M
2029,Machine Learning Engineer,Machine Learning and AI,115000,Senior,Full-time,Remote,M
2030,Data Analyst,Data Analysis,250000,Mid-level,Full-time,In-person,M
2031,Data Analyst,Data Analysis,125000,Mid-level,Full-time,In-person,M
2032,Data Scientist,Data Science and Research,204000,Mid-level,Full-time,In-person,M
2033,Data Scientist,Data Science and Research,150000,Mid-level,Full-time,In-person,M
2034,Data Analyst,Data Analysis,110000,Senior,Full-time,Remote,M
2035,Data Analyst,Data Analysis,95000,Senior,Full-time,Remote,M
2036,Data Engineer,Data Engineering,143000,Mid-level,Full-time,In-person,M
2037,Data Engineer,Data Engineering,95000,Mid-level,Full-time,In-person,M
2038,Data Engineer,Data Engineering,250000,Mid-level,Full-time,In-person,M
2039,Data Engineer,Data Engineering,125000,Mid-level,Full-time,In-person,M
2040,Machine Learning Engineer,Machine Learning and AI,280000,Senior,Full-time,In-person,M
2041,Machine Learning Engineer,Machine Learning and AI,240000,Senior,Full-time,In-person,M
2042,Data Manager,Leadership and Management,110400,Senior,Full-time,In-person,M
2043,Data Manager,Leadership and Management,68000,Senior,Full-time,In-person,M
2044,Applied Scientist,Data Science and Research,216000,Senior,Full-time,Remote,M
2045,Applied Scientist,Data Science and Research,184000,Senior,Full-time,Remote,M
2046,Machine Learning Engineer,Machine Learning and AI,192000,Senior,Full-time,Remote,M
2047,Machine Learning Engineer,Machine Learning and AI,164000,Senior,Full-time,Remote,M
2048,Data Scientist,Data Science and Research,220000,Senior,Full-time,In-person,M
2049,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
2050,Data Scientist,Data Science and Research,225000,Senior,Full-time,In-person,M
2051,Data Scientist,Data Science and Research,156400,Senior,Full-time,In-person,M
2052,Data Scientist,Data Science and Research,297300,Senior,Full-time,Remote,M
2053,Data Scientist,Data Science and Research,198200,Senior,Full-time,Remote,M
2054,Applied Scientist,Data Science and Research,192000,Senior,Full-time,Remote,M
2055,Applied Scientist,Data Science and Research,164000,Senior,Full-time,Remote,M
2056,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
2057,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
2058,Data Scientist,Data Science and Research,253430,Senior,Full-time,In-person,M
2059,Data Scientist,Data Science and Research,212780,Senior,Full-time,In-person,M
2060,Research Engineer,Data Science and Research,190000,Senior,Full-time,In-person,M
2061,Research Engineer,Data Science and Research,152000,Senior,Full-time,In-person,M
2062,Machine Learning Engineer,Machine Learning and AI,265800,Senior,Full-time,Remote,M
2063,Machine Learning Engineer,Machine Learning and AI,165500,Senior,Full-time,Remote,M
2064,Data Engineer,Data Engineering,193000,Senior,Full-time,Remote,M
2065,Data Engineer,Data Engineering,134000,Senior,Full-time,Remote,M
2066,AI Engineer,Machine Learning and AI,180000,Senior,Full-time,Remote,M
2067,AI Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,M
2068,Data Developer,Leadership and Management,120681,Mid-level,Full-time,Remote,M
2069,Data Developer,Leadership and Management,72409,Mid-level,Full-time,Remote,M
2070,Machine Learning Engineer,Machine Learning and AI,180000,Senior,Full-time,Remote,M
2071,Machine Learning Engineer,Machine Learning and AI,139750,Senior,Full-time,Remote,M
2072,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
2073,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
2074,Data Engineer,Data Engineering,254000,Senior,Full-time,Remote,M
2075,Data Engineer,Data Engineering,200000,Senior,Full-time,Remote,M
2076,AI Developer,Machine Learning and AI,260000,Senior,Full-time,In-person,M
2077,AI Developer,Machine Learning and AI,192000,Senior,Full-time,In-person,M
2078,Data Scientist,Data Science and Research,272290,Senior,Full-time,Remote,M
2079,Data Scientist,Data Science and Research,169374,Senior,Full-time,Remote,M
2080,Principal Data Scientist,Data Science and Research,195000,Senior,Full-time,Remote,L
2081,Data Science Lead,Data Science and Research,204500,Senior,Full-time,In-person,M
2082,Data Science Lead,Data Science and Research,142200,Senior,Full-time,In-person,M
2083,Data Engineer,Data Engineering,181500,Senior,Full-time,In-person,M
2084,Data Engineer,Data Engineering,112200,Senior,Full-time,In-person,M
2085,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
2086,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
2087,Data Scientist,Data Science and Research,180000,Senior,Full-time,In-person,M
2088,Data Scientist,Data Science and Research,162000,Senior,Full-time,In-person,M
2089,Machine Learning Researcher,Machine Learning and AI,150000,Mid-level,Full-time,Remote,M
2090,Machine Learning Researcher,Machine Learning and AI,100000,Mid-level,Full-time,Remote,M
2091,Machine Learning Engineer,Machine Learning and AI,250500,Senior,Full-time,In-person,M
2092,Machine Learning Engineer,Machine Learning and AI,166600,Senior,Full-time,In-person,M
2093,Head of Data,Leadership and Management,247500,Executive,Full-time,In-person,M
2094,Head of Data,Leadership and Management,172200,Executive,Full-time,In-person,M
2095,Machine Learning Engineer,Machine Learning and AI,247500,Senior,Full-time,In-person,M
2096,Machine Learning Engineer,Machine Learning and AI,172200,Senior,Full-time,In-person,M
2097,Data Scientist,Data Science and Research,223290,Senior,Full-time,In-person,M
2098,Data Scientist,Data Science and Research,131310,Senior,Full-time,In-person,M
2099,Machine Learning Engineer,Machine Learning and AI,226600,Senior,Full-time,In-person,M
2100,Machine Learning Engineer,Machine Learning and AI,140100,Senior,Full-time,In-person,M
2101,Research Scientist,Data Science and Research,220000,Senior,Full-time,In-person,M
2102,Research Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
2103,Machine Learning Engineer,Machine Learning and AI,204600,Senior,Full-time,In-person,M
2104,Machine Learning Engineer,Machine Learning and AI,126500,Senior,Full-time,In-person,M
2105,Research Analyst,Data Science and Research,135960,Senior,Full-time,In-person,M
2106,Research Analyst,Data Science and Research,70960,Senior,Full-time,In-person,M
2107,Data Engineer,Data Engineering,128750,Senior,Full-time,In-person,M
2108,Data Engineer,Data Engineering,86250,Senior,Full-time,In-person,M
2109,Data Analyst,Data Analysis,185100,Senior,Full-time,Remote,M
2110,Data Analyst,Data Analysis,133300,Senior,Full-time,Remote,M
2111,Research Engineer,Data Science and Research,180000,Senior,Full-time,In-person,M
2112,Research Engineer,Data Science and Research,150000,Senior,Full-time,In-person,M
2113,Data Engineer,Data Engineering,90000,Senior,Full-time,In-person,M
2114,Data Engineer,Data Engineering,75000,Senior,Full-time,In-person,M
2115,AI Developer,Machine Learning and AI,130000,Entry-level,Full-time,Remote,L
2116,Data Manager,Leadership and Management,115500,Mid-level,Full-time,In-person,M
2117,Data Manager,Leadership and Management,73500,Mid-level,Full-time,In-person,M
2118,ML Engineer,Machine Learning and AI,125000,Mid-level,Full-time,In-person,M
2119,ML Engineer,Machine Learning and AI,85000,Mid-level,Full-time,In-person,M
